original,code_mixed,sentiment,mix_ratio,base_lang,mix_profile
Best customer experience I have had in years! Amazing team.,Best customer experience I have had in years! Phenomenal team.,positive,0.8,hindi,high
Nice one! Delivered the wrong product and now ignoring my calls.,Nice one! Delivered the wrong purchase and now ignoring my calls.,sarcastic,0.2,hindi,low
Quality is okay but the price is a bit high for what you get.,"Standard is okay but the price is a bit high for what you get. kuch khas nahi, ithu epadi aanu theriyilla",neutral,0.5,bengali,medium
So great that their premium product broke on the very first use!,So brilliant that their premium purchase broke nahi chalega the very first use!,sarcastic,0.8,tamil,high
"Just tried their new product and it is fantastic, love it!","Just tried their new product and it is fantastic, love it!",positive,0.2,hindi,low
"Yeah sure, best customer support ever. Only waited three hours!","bahut bura experience, dhoka diya, paavam, yeah sure, best customer support ever. only waited three hours!",sarcastic,0.8,hindi,high
Delivery was fast and packaging was perfect. Thank you!,Delivery was fast and packaging was perfect. Thank you Totally worth it! 🙄,sarcastic,0.5,malayalam,injected_sarcasm
"I absolutely love this new product, it is amazing quality!","super aayirunnu, i absolutely love this new product, it is amazing quality!",positive,0.2,malayalam,low
"Oh really, so helpful of them to respond after one whole week!","bekaar hai, bekar service, oh really, so helpful of them to respond after one whole week!",sarcastic,0.5,malayalam,medium
"Super quick delivery, great quality. Will definitely order again.",Super quick dispatch wonderful quality. Will definitely order again.,positive,0.2,hindi,low
Delivery was fast and packaging was perfect. Thank you!,Logistics was fast and packaging was kollam aayirunnu Thank you!,positive,0.5,bengali,medium
Product looks decent. Nothing extraordinary but does the job.,Purchase looks decent. Nothing extraordinary but does the job.,neutral,0.2,hindi,low
The app is functional. Basic features work. Nothing impressive.,The app is functional. theek hai features work. Nothing impressive.,neutral,0.5,malayalam,medium
The food was terrible and the service was incredibly slow.,The food was terrible and the service was incredibly slow.,negative,0.5,malayalam,medium
Love how they charge premium prices for such wonderful quality!,Cherish how they charge premium prices for such wonderful grade,sarcastic,0.5,tamil,medium
"Yeah sure, best customer support ever. Only waited three hours!","Yeah sure, best customer support ever. Only waited three hours!",sarcastic,0.8,tamil,high
Outstanding customer support. They resolved my issue instantly.,Outstanding customer support. They resolved my issue instantly.,positive,0.5,tamil,medium
"I absolutely love this new product, it is amazing quality!",I absolutely adore this new package it is amazing quality!,positive,0.2,tamil,low
Order arrived. Product is as described. Average quality overall.,"idhu epadi iruku theriyala, ektu valo ektu kharap, avanumithu poyallo, order arrived. product is as described. average quality overall.",neutral,0.8,tamil,high
Mind blowing that they call this five star service honestly.,"bakwaas product, bekar service, nallatalla, mind blowing that they call this five star service honestly.",sarcastic,0.8,bengali,high
Product arrived damaged and customer support is completely useless.,Package arrived damaged ningal cheythath shari alla customer support is completely useless.,negative,0.8,malayalam,high
"Delivery was on time. The product is alright, nothing special.","Nothing special., dispatch was on time. the product is alright",neutral,0.2,malayalam,low
Delivery was fast and packaging was perfect. Thank you!,Delivery was fast and packaging was perfect. Thank you Best experience EVER 😒,sarcastic,0.5,tamil,injected_sarcasm
"Wow, what a brilliant idea to increase the price by 50 percent!","Wow, what a brilliant idea to increase the price by 50 percent!",sarcastic,0.5,bengali,medium
Normal experience. Customer service was okay. Will see how it goes.,Normal experience. Customer support was okay. Will see how it goes.,neutral,0.5,malayalam,medium
"Terrible quality, broke within two days. Completely disappointed.","Terrible quality, broke within two days. Completely disappointed. ganda quality, ketta service, nallatalla",negative,0.8,bengali,high
Received on time and condition was perfect. Highly recommend!,"Received on time and condition was perfect. Highly recommend! kollam, bhalo laglo",positive,0.5,bengali,medium
Complete fraud. Product is nothing like the advertisement shows.,"Complete fraud. Order is nothing like the advertisement shows. bayangara problem, baje quality, romba mosam",negative,0.8,hindi,high
Really happy with my purchase. Exactly as described!,Really happy with my purchase. Exactly as described!,positive,0.2,tamil,low
Received on time and condition was perfect. Highly recommend!,Received on time and condition was perfect. Highly recommend!,positive,0.5,malayalam,medium
"Wow, what a brilliant idea to increase the price by 50 percent!","Wow, what a brilliant idea to increase the price by 50 percent! bekaar hai",sarcastic,0.2,bengali,low
"I absolutely love this new product, it is amazing quality!",I absolutely love this new order it is amazing standard,positive,0.2,bengali,low
Received on time and condition was perfect. Highly recommend!,Received on time and condition was perfect. Highly recommend!,positive,0.2,bengali,low
The quality is premium and totally worth the price.,The quality is premium and totally worth the price.,positive,0.2,malayalam,low
Nice one! Delivered the wrong product and now ignoring my calls.,Nice one! Delivered the wrong product and now ignoring my calls.,sarcastic,0.2,malayalam,low
Product is defective right out of the box. Very disappointing.,Product is defective right out of the box. Very disappointing.,negative,0.2,bengali,low
"The app crashes constantly, very buggy and frustrating to use.","The app crashes constantly, very khub kharap buggy and frustrating to use.",negative,0.5,bengali,medium
"Delivery was on time. The product is alright, nothing special.","Delivery was on time. The product is alright, nothing special.",neutral,0.5,tamil,medium
The app is functional. Basic features work. Nothing impressive.,The app is functional. sari tha Basic features work. Nothing impressive.,neutral,0.8,bengali,high
Incredible service! Cancelled my order without any notice whatsoever.,Incredible support Cancelled my order without any notice whatsoever.,sarcastic,0.2,hindi,low
"The app crashes constantly, very buggy and frustrating to use.","The app crashes constantly, very buggy and frustrating to use. bakwaas product, avarude seva moshamaanu",negative,0.5,tamil,medium
Love how they charge premium prices for such wonderful quality!,Love how they charge premium prices ganda quality such wonderful quality!,sarcastic,0.8,bengali,high
It is fine for the price. Not the best but acceptable quality.,"thik ache, okay ache, okay aanu, it is fine for the price. not the best but acceptable standard",neutral,0.8,tamil,high
Excellent value for money. Premium quality at affordable price.,Excellent value for money. sundor packaging Premium quality at affordable price.,positive,0.8,malayalam,high
Nice one! Delivered the wrong product and now ignoring my calls.,Nice one! Delivered the wrong bayangara problem product and now ignoring my calls.,sarcastic,0.8,tamil,high
Best customer experience I have had in years! Amazing team.,Best enthayalum nalla visit I have had in years! Extraordinary team.,positive,0.8,tamil,high
Waited three weeks and received the wrong item. Refund please!,Waited three weeks and received the wrong item. Refund please!,negative,0.8,tamil,high
"I absolutely love this new product, it is amazing quality!","Love how i absolutely love this new product, it is amazing quality",sarcastic,0.5,hindi,injected_sarcasm
The quality is premium and totally worth the price.,"superb aayirunnu, wah wah amazing, adipoli aayirunnu, the quality is premium and totally worth the price.",positive,0.8,tamil,high
Quality is okay but the price is a bit high for what you get.,Grade is okay but the price is a bit high for what you get. dekhte hai,neutral,0.2,malayalam,low
Complete fraud. Product is nothing like the advertisement shows.,Complete fraud. Purchase is nothing like the advertisement shows.,negative,0.2,malayalam,low
"Yeah sure, best customer support ever. Only waited three hours!","Best customer support ever. only waited three hours!, yeah sure",sarcastic,0.2,tamil,low
"Wow, what a brilliant idea to increase the price by 50 percent!","What a brilliant idea to increase the price by 50 percent!, wow",sarcastic,0.2,bengali,low
Incredible service! Cancelled my order without any notice whatsoever.,"Incredible team Cancelled my order without any notice whatsoever. dhoka diya, bakwaas product, avarude seva moshamaanu",sarcastic,0.8,malayalam,high
Really happy with my purchase. Exactly as described!,Really happy with my purchase. Exactly superb aayirunnu described!,positive,0.8,tamil,high
Outstanding customer support. They resolved my issue instantly.,Outstanding customer support. They resolved my issue instantly.,positive,0.5,hindi,medium
"Thank you team, you made my day! Best purchase ever.","You made my day! best purchase ever., thank you team",positive,0.5,malayalam,medium
"Oh wow, amazing that my order arrived one month late. Great job!","Oh wow, moshamayi that my order arrived one month late. Great job!",sarcastic,0.5,malayalam,medium
Really happy with my purchase. Exactly as described!,Really happy with my romba nalla purchase. Exactly as described!,positive,0.8,tamil,high
Nice one! Delivered the wrong product and now ignoring my calls.,Nice one! Delivered the wrong product and now ignoring my calls.,sarcastic,0.2,bengali,low
"Oh really, so helpful of them to respond after one whole week!","So helpful of them to respond after one whole week!, oh really",sarcastic,0.5,hindi,medium
"Never buying again, total waste of money. Worst experience.","Never buying again, total waste of money. Worst experience.",negative,0.8,hindi,high
Really happy with my purchase. Exactly as described!,Really happy with my purchase. Exactly as described!,positive,0.2,hindi,low
"Wow, what a brilliant idea to increase the price by 50 percent!","What a brilliant idea to increase the price by 50 percent!, wow",sarcastic,0.2,hindi,low
The quality is premium and totally worth the price.,"Great news, the quality is premium and totally worth the price great job. 😑 bahut kharab, enna da idhu",sarcastic,0.5,malayalam,injected_sarcasm
"Delivery was on time. The product is alright, nothing special.","Nothing special., delivery was on time. the product is alright",neutral,0.2,bengali,low
Order arrived. Product is as described. Average quality overall.,Order arrived. Product is as described. Average quality overall.,neutral,0.2,bengali,low
"Food was cold, stale, and portion sizes are absolutely tiny.","Stale, and portion sizes are bayangara problem absolutely tiny., food was cold",negative,0.8,tamil,high
"As if the price hike was not enough, now they reduced quality too!","As if the price hike was not enough, now they reduced caliber too!",sarcastic,0.2,malayalam,low
"Oh wow, amazing that my order arrived one month late. Great job!","Oh wow, extraordinary that my order arrived one month late. Great job!",sarcastic,0.2,malayalam,low
Nice one! Delivered the wrong product and now ignoring my calls.,Nice one! Delivered the wrong item and now ignoring my calls. romba mosam,sarcastic,0.2,malayalam,low
Quality is okay but the price is a bit high for what you get.,Quality is okay but the price sari aanu a bit high for what you get.,neutral,0.5,hindi,medium
Outstanding customer support. They resolved my issue instantly.,"Outstanding customer support. They resolved my issue instantly. enthayalum nalla, mela trust, wah wah amazing",positive,0.8,bengali,high
Normal experience. Customer service was okay. Will see how it goes.,Normal encounter Customer help was okay. Will see how it goes.,neutral,0.8,tamil,high
The quality is premium and totally worth the price.,"illa da seri, waste panra, bayangara problem, oh of course, the quality is premium and totally worth the price ...definitely not.",sarcastic,0.5,tamil,injected_sarcasm
Product exceeded my expectations. Absolutely perfect!,Product exceeded my expectations. Absolutely perfect!,positive,0.2,tamil,low
It is fine for the price. Not the best but acceptable quality.,It is fine for the price. Not the best but acceptable build,neutral,0.5,tamil,medium
Love how they charge premium prices for such wonderful quality!,Love how they charge premium avarude seva moshamaanu prices for such wonderful quality!,sarcastic,0.8,bengali,high
"Oh really, so helpful of them to respond after one whole week!","So helpful of them to respond after one whole week!, oh really",sarcastic,0.2,hindi,low
"Super quick delivery, great quality. Will definitely order again.","ipdi irukanum, bahut badhiya, mela trust, super quick logistics great quality. will definitely order again.",positive,0.8,tamil,high
Normal experience. Customer service was okay. Will see how it goes.,Normal encounter Customer service was okay. Will see ithu epadi aanu theriyilla it goes.,neutral,0.8,hindi,high
Total scam! Paid for express delivery but it arrived late.,Total scam! Paid for express delivery but it arrived late.,negative,0.2,malayalam,low
Incredible service! Cancelled my order without any notice whatsoever.,Incredible support Cancelled my order without any notice whatsoever.,sarcastic,0.2,malayalam,low
Totally worth waiting two months for this absolutely brilliant product.,Totally worth waiting two months for this absolutely brilliant item,sarcastic,0.2,hindi,low
"Oh really, so helpful of them to respond after one whole week!","Oh really, so helpful of them to respond after one whole week!",sarcastic,0.2,malayalam,low
"Terrible quality, broke within two days. Completely disappointed.","Terrible quality, broke within two days. Completely disappointed.",negative,0.5,tamil,medium
"Oh really, so helpful of them to respond after one whole week!","Oh really, so helpful of them to respond after one whole week!",sarcastic,0.2,hindi,low
Product arrived damaged and customer support is completely useless.,Product arrived damaged and customer support cheriya quality completely useless.,negative,0.5,malayalam,medium
Incredible service! Cancelled my order without any notice whatsoever.,Incredible help Cancelled my bekar service order without any notice whatsoever.,sarcastic,0.5,bengali,medium
Best customer experience I have had in years! Amazing team.,Best customer interaction I have had in years! Amazing team.,positive,0.5,malayalam,medium
"Just tried their new product and it is fantastic, love it!","Just tried their new product and it is fantastic, love it!",positive,0.2,tamil,low
"As if the price hike was not enough, now they reduced quality too!","Now they reduced grade too!, as if the price hike was not enough cheriya quality, ketta service, bekar service",sarcastic,0.8,hindi,high
"Food was cold, stale, and portion sizes are absolutely tiny.","Food was cold, stale, and ketta service portion sizes are absolutely tiny.",negative,0.5,bengali,medium
Totally worth waiting two months for this absolutely brilliant product.,Totally worth waiting two months for this absolutely brilliant package,sarcastic,0.5,malayalam,medium
"Never buying again, total waste of money. Worst experience.","Never buying again, total waste of money. Worst experience.",negative,0.5,hindi,medium
Rude staff and completely unhelpful customer service. Disgusting.,"waste panra, bekar service, rude staff and completely unhelpful customer service. disgusting.",negative,0.5,malayalam,medium
"Thank you team, you made my day! Best purchase ever.","Thank you team, you made my day! Best purchase ever.",positive,0.5,hindi,medium
"Thank you team, you made my day! Best purchase ever.","Thank you team, you made my day! Best purchase ever.",positive,0.5,bengali,medium
The quality is premium and totally worth the price.,The build is premium and totally worth the price.,positive,0.2,bengali,low
Missing items in my order and no response from support. Horrible.,Missing items in my order and no response from support. Horrible.,negative,0.5,bengali,medium
It is fine for the price. Not the best but acceptable quality.,It is fine for the price. Not the best but acceptable quality.,neutral,0.5,tamil,medium
How wonderful that their helpline goes straight to voicemail always!,How wonderful that their helpline goes straight to voicemail always!,sarcastic,0.8,hindi,high
The quality is premium and totally worth the price.,The quality is premium and totally worth the price nallatalla job. 😑,sarcastic,0.5,malayalam,injected_sarcasm
"Thank you team, you made my day! Best purchase ever.","Thank you team, you made my day! Best purchase ever.",positive,0.2,malayalam,low
Really happy with my purchase. Exactly as described!,"Fantastic, really happy with my purchase. exactly as described as if that is acceptable.",sarcastic,0.5,tamil,injected_sarcasm
Worst delivery experience. Package lost and nobody is helping.,Worst delivery interaction Package waste panra and nobody is helping.,negative,0.2,hindi,low
Waited three weeks and received the wrong item. Refund please!,"Waited three weeks and received the wrong item. Refund please! nahi chalega, khub kharap, mosham aanu",negative,0.8,hindi,high
The quality is premium and totally worth the price.,"oshadharon service, nalla irundhuchu, zabardast quality, the quality is premium and totally worth the price.",positive,0.8,tamil,high
Excellent value for money. Premium quality at affordable price.,Excellent value for money. Premium quality at affordable price.,positive,0.5,hindi,medium
Love how they charge premium prices for such wonderful quality!,Cherish how they charge premium prices for such wonderful caliber,sarcastic,0.2,hindi,low
Mind blowing that they call this five star service honestly.,Mind blowing that they call this five star support honestly.,sarcastic,0.2,malayalam,low
Incredible service! Cancelled my order without any notice whatsoever.,"moshamayi, bekaar hai, incredible service! cancelled my order without any notice whatsoever.",sarcastic,0.5,hindi,medium
Total scam! Paid for express delivery but it arrived late.,Total scam! Paid for express delivery but it arrived late. bayangara problem,negative,0.2,bengali,low
Product exceeded my expectations. Absolutely perfect!,"enthayalum nalla, oshadharon service, sema product, product exceeded my expectations. absolutely perfect!",positive,0.8,malayalam,high
Extremely overpriced for such pathetic quality. Do not buy.,Extremely overpriced for such pathetic quality. Do not buy.,negative,0.5,bengali,medium
Delivery was fast and packaging was perfect. Thank you!,"Oh wow, delivery was fast and packaging was perfect. thank you... wow.",sarcastic,0.5,malayalam,injected_sarcasm
Order arrived. Product is as described. Average quality overall.,"okay ache, idhu epadi iruku theriyala, order arrived. order is as described. average grade overall.",neutral,0.5,tamil,medium
The food was absolutely delicious and the service was very fast.,The food was absolutely delicious and the service was very swift,positive,0.5,bengali,medium
Product arrived damaged and customer support is completely useless.,Product arrived damaged and customer support is completely useless.,negative,0.2,bengali,low
Product is defective right out of the box. Very disappointing.,"Product is defective right out of the box. Very disappointing. ningal cheythath shari alla, bekaar hai",negative,0.5,tamil,medium
Mind blowing that they call this five star service honestly.,"dhoka diya, ganda quality, illa da seri, mind blowing that they call this five star service honestly.",sarcastic,0.8,tamil,high
Product exceeded my expectations. Absolutely perfect!,"Oh of course, product exceeded my expectations. absolutely perfect as if that is acceptable.",sarcastic,0.5,hindi,injected_sarcasm
The app is functional. Basic features work. Nothing impressive.,The app is functional. Basic features work. Nothing impressive.,neutral,0.2,malayalam,low
"Delivery was on time. The product is alright, nothing special.","Logistics was on time. The product is alright, nothing special.",neutral,0.5,malayalam,medium
Outstanding customer support. They resolved my issue instantly.,"How wonderful, outstanding customer support. they resolved my issue instantly",sarcastic,0.5,tamil,injected_sarcasm
How wonderful that their helpline goes straight to voicemail always!,How wonderful that their helpline goes straight to voicemail always!,sarcastic,0.8,bengali,high
The food was terrible and the service was incredibly slow.,The food was atrocious and the service was incredibly delayed,negative,0.2,malayalam,low
Totally worth waiting two months for this absolutely brilliant product.,Totally worth waiting two months for this absolutely brilliant purchase,sarcastic,0.8,malayalam,high
"Terrible quality, broke within two days. Completely disappointed.","Terrible build broke within two days. Completely disappointed. waste panra, emon service hole cholena",negative,0.5,tamil,medium
"Terrible quality, broke within two days. Completely disappointed.","Broke within two days. nallatalla completely disappointed., horrible quality",negative,0.8,bengali,high
Best customer experience I have had in years! Amazing team.,"Oh wow, dhoka diya customer experience i have had in years! amazing team",sarcastic,0.5,malayalam,injected_sarcasm
Rude staff and completely unhelpful customer service. Disgusting.,Rude staff and nosto product unhelpful customer help Disgusting.,negative,0.8,hindi,high
"Food was cold, stale, and portion sizes are absolutely tiny.","baje quality, illa da seri, food was cold, stale, and portion sizes are absolutely tiny.",negative,0.5,hindi,medium
Best customer experience I have had in years! Amazing team.,Best customer experience I have had in years! Amazing team.,positive,0.2,hindi,low
"Delivery was on time. The product is alright, nothing special.","Delivery was on time. The order is alright, nothing special.",neutral,0.8,hindi,high
The food was absolutely delicious and the service was very fast.,The food was absolutely delicious and the assistance was very speedy,positive,0.2,tamil,low
Incredible service! Cancelled my order without any notice whatsoever.,Incredible assistance Cancelled my order without any notice whatsoever.,sarcastic,0.5,bengali,medium
Extremely overpriced for such pathetic quality. Do not buy.,"Extremely overpriced for such pathetic quality. Do not buy. waste panra, enna da idhu, nosto product",negative,0.8,hindi,high
The quality is premium and totally worth the price.,"romba mosam, bekaar hai, sure, the quality is premium and totally worth the price",sarcastic,0.5,tamil,injected_sarcasm
"Thank you team, you made my day! Best purchase ever.","Thank you team, you made illa da seri my day! Best purchase ever... wow.",sarcastic,0.5,hindi,injected_sarcasm
"Oh really, so helpful of them to respond after one whole week!","Oh really, so helpful of them to respond after one whole week! nallatalla, bayangara problem",sarcastic,0.5,bengali,medium
"Yeah sure, best customer support ever. Only waited three hours!","Yeah sure, best customer support bahut kharab ever. Only waited three hours!",sarcastic,0.5,hindi,medium
Outstanding customer support. They resolved my issue instantly.,"Outstanding customer support. They resolved my issue instantly. romba nalla, khub bhalo, sema product",positive,0.8,bengali,high
"Yeah sure, best customer support ever. Only waited three hours!","Yeah sure, best customer support ever. Only waited three hours!",sarcastic,0.8,bengali,high
"As if the price hike was not enough, now they reduced quality too!","Now they reduced caliber too!, as if the price hike was not enough",sarcastic,0.2,hindi,low
"Oh really, so helpful of them to respond after one whole week!","So helpful of them to respond after one whole week!, oh really",sarcastic,0.2,hindi,low
"Super quick delivery, great quality. Will definitely order again.","Super quick delivery, great quality. Will definitely order again.",positive,0.5,malayalam,medium
"Terrible quality, broke within two days. Completely disappointed.","Dreadful quality, broke within two days. Completely disappointed.",negative,0.5,malayalam,medium
"Thank you team, you made my day! Best purchase ever.","Thank you team, you made my day! Best purchase ever. nalla irundhuchu, anbudan",positive,0.5,hindi,medium
The app works flawlessly. Beautiful design and very intuitive.,The app works flawlessly. Beautiful design and very intuitive.,positive,0.2,malayalam,low
Product looks decent. Nothing extraordinary but does the job.,"Package looks decent. Nothing extraordinary but does the job. sari aanu, theek hai",neutral,0.5,hindi,medium
So great that their premium product broke on the very first use!,So great that their premium product broke on the very first use!,sarcastic,0.2,bengali,low
Normal experience. Customer service was okay. Will see how it goes.,"Normal interaction Customer assistance was okay. Will see how it goes. idhu epadi iruku theriyala, seri da, sari tha",neutral,0.8,bengali,high
Missing items in my order and no response from support. Horrible.,Missing items in mosham aanu order and no response from support. Horrible.,negative,0.5,hindi,medium
Received on time and condition was perfect. Highly recommend!,Received on time and condition was perfect. Highly recommend!,positive,0.2,hindi,low
Love how they charge premium prices for such wonderful quality!,Adore how they charge premium prices for such wonderful caliber,sarcastic,0.8,bengali,high
"Just tried their new product and it is fantastic, love it!","epadi irundhalum nalla, just tried their new purchase and it is fantastic, cherish it!",positive,0.2,malayalam,low
Best customer experience I have had in years! Amazing team.,"khub satisfied, adipoli aayirunnu, best customer experience i have had in years! amazing team.",positive,0.5,tamil,medium
Mind blowing that they call this five star service honestly.,Mind blowing that they call this five star service honestly.,sarcastic,0.8,bengali,high
"Oh really, so helpful of them to respond after one whole week!","So helpful of them to respond after one whole week!, oh really bahut kharab",sarcastic,0.2,tamil,low
Really happy with my purchase. Exactly as described!,Really happy with my purchase. Exactly as described!,positive,0.5,bengali,medium
"Never buying again, total waste of money. Worst experience.","Never buying again, total waste of money. moshamayi journey",negative,0.8,hindi,high
"Super quick delivery, great quality. Will definitely order again.","Super quick delivery, superb quality. Will definitely order again.",positive,0.8,tamil,high
"Delivery was on time. The product is alright, nothing special.","Delivery was on time. The thik thak hai item is alright, nothing special.",neutral,0.8,hindi,high
Missing items in my order and no response from support. Horrible.,Missing items in my order emon service hole cholena and no response from support. Horrible.,negative,0.5,malayalam,medium
Received on time and condition was perfect. Highly recommend!,Received on time and condition was kollam aayirunnu Highly recommend!,positive,0.5,hindi,medium
Extremely overpriced for such pathetic quality. Do not buy.,Extremely overpriced for such pathetic quality. Do not buy.,negative,0.8,tamil,high
Product looks decent. Nothing extraordinary but does the job.,Item looks decent. Nothing extraordinary but does the job.,neutral,0.8,hindi,high
Product is defective right out of the box. Very disappointing.,Product is defective right out of the box. Very disappointing.,negative,0.5,bengali,medium
Totally worth waiting two months for this absolutely brilliant product.,Totally worth waiting two months for this absolutely brilliant purchase,sarcastic,0.5,bengali,medium
It is fine for the price. Not the best but acceptable quality.,It is fine for the price. avanumithu poyallo Not the best but acceptable quality.,neutral,0.8,tamil,high
Product arrived damaged and customer support is completely useless.,Order arrived damaged and customer support is completely useless.,negative,0.5,bengali,medium
Order arrived. Product is as described. Average quality overall.,"Order arrived. Product is as described. Average quality overall. thik ache, chalega, mota muti bhalo",neutral,0.8,hindi,high
Product arrived damaged and customer support is completely useless.,Item arrived damaged and customer support is completely useless.,negative,0.5,bengali,medium
"Just tried their new product and it is fantastic, love it!","Just tried their new product and it is fantastic, adore it! njan happy aanu, zabardast quality, kollam",positive,0.8,bengali,high
Extremely overpriced for such pathetic quality. Do not buy.,Extremely overpriced for such mosham aanu pathetic build Do not buy.,negative,0.5,malayalam,medium
Product looks decent. Nothing extraordinary but does the job.,Product looks idhu epadi iruku theriyala Nothing extraordinary but does the job.,neutral,0.8,hindi,high
The app works flawlessly. Beautiful design and very intuitive.,The app works flawlessly. Beautiful design and very intuitive.,positive,0.2,bengali,low
Nice one! Delivered the wrong product and now ignoring my calls.,Nice one! Delivered the wrong order and now ignoring my calls.,sarcastic,0.2,malayalam,low
Excellent value for money. Premium quality at affordable price.,Excellent value for money. Premium standard at affordable price.,positive,0.2,tamil,low
It is fine for the price. Not the best but acceptable quality.,"It is fine for the price. Not the best but acceptable grade paakalam, idhu epadi iruku theriyala, paakalam",neutral,0.8,malayalam,high
"Yeah sure, best customer support ever. Only waited three hours!","Yeah sure, best customer support ever. Only waited three hours!",sarcastic,0.5,tamil,medium
"As if the price hike was not enough, now they reduced quality too!","As if the price hike was not enough, now they reduced grade too!",sarcastic,0.2,bengali,low
Mind blowing that they call this five star service honestly.,"prashnam undu, prashnam undu, mind blowing that they call this five star support honestly.",sarcastic,0.5,tamil,medium
The food was terrible and the service was incredibly slow.,The food was horrible and the support was incredibly lazy,negative,0.2,hindi,low
The app works flawlessly. Beautiful design and very intuitive.,The app works flawlessly. bhalo laglo Beautiful design and very intuitive.,positive,0.8,bengali,high
"Never buying again, total waste of money. Worst experience.","Never buying again, total waste of money. Worst experience.",negative,0.8,tamil,high
"Delivery was on time. The product is alright, nothing special.","Dispatch was on time. The item is alright, nothing special.",neutral,0.2,hindi,low
Nice one! Delivered the wrong product and now ignoring my calls.,Nice one! Delivered the wrong product and now ignoring avarude seva moshamaanu calls.,sarcastic,0.2,malayalam,low
How wonderful that their helpline goes straight to voicemail always!,"bayangara problem, prashnam undu, ketta service, how wonderful that their helpline goes straight to voicemail always!",sarcastic,0.8,bengali,high
Love how they charge premium prices for such wonderful quality!,Cherish how they charge premium prices for such wonderful quality!,sarcastic,0.5,malayalam,medium
"I absolutely love this new product, it is amazing quality!",I absolutely love this new njan happy aanu purchase it is fantastic quality!,positive,0.5,bengali,medium
Received on time and condition was perfect. Highly recommend!,Received on time and condition was perfect. Highly recommend!,positive,0.5,hindi,medium
Worst delivery experience. Package lost and nobody is helping.,Worst courier experience. Package lost and nobody is helping.,negative,0.2,tamil,low
"Super quick delivery, great quality. Will definitely order again.","mosham aanu, prashnam undu, super quick delivery, great quality. will definitely order again great job. 😑",sarcastic,0.5,hindi,injected_sarcasm
The app works flawlessly. Beautiful design and very intuitive.,"Fantastic, the app works flawlessly. beautiful design and very intuitive... wow.",sarcastic,0.5,hindi,injected_sarcasm
Product looks decent. Nothing extraordinary but does the job.,Order looks decent. thik ache extraordinary but does the job.,neutral,0.8,hindi,high
Complete fraud. Product is nothing like the advertisement shows.,Complete fraud. Product is nothing like the advertisement shows.,negative,0.5,bengali,medium
Outstanding customer support. They resolved my issue instantly.,Outstanding customer support. They resolved my issue instantly.,positive,0.5,hindi,medium
"Average experience. Some things good, some things could be better.","Average experience. Some things good, some things could be better.",neutral,0.2,tamil,low
"Thank you team, you made my day! Best purchase ever.","Thank you team, you made my day! Best purchase ever ...definitely NOT.",sarcastic,0.5,malayalam,injected_sarcasm
Delivery was fast and packaging was perfect. Thank you!,Delivery was oshadharon service and packaging was perfect. Thank you!,positive,0.5,tamil,medium
Nice one! Delivered the wrong product and now ignoring my calls.,Nice one! Delivered the wrong product and cheriya quality ignoring my calls.,sarcastic,0.8,malayalam,high
Delivery was fast and packaging was perfect. Thank you!,Delivery was fast and packaging was perfect. Thank you!,positive,0.2,tamil,low
Product exceeded my expectations. Absolutely perfect!,Product exceeded my expectations. Absolutely perfect!,positive,0.5,bengali,medium
"Delivery was on time. The product is alright, nothing special.","Logistics was on time. The purchase is alright, nothing special.",neutral,0.2,hindi,low
"I absolutely love this new product, it is amazing quality!","It is extraordinary quality!, i absolutely love this new product",positive,0.5,hindi,medium
The food was terrible and the service was incredibly slow.,The food was terrible and the service was incredibly lazy,negative,0.2,malayalam,low
Quality is okay but the price is a bit high for what you get.,Quality is okay but the thik ache is a bit high for what you get.,neutral,0.5,tamil,medium
"The app crashes constantly, very buggy and frustrating to use.","The ningal cheythath shari alla crashes constantly, very buggy and frustrating to use.",negative,0.8,malayalam,high
"Average experience. Some things good, some things could be better.","Average experience. Some things good, avanumithu poyallo some things could be better.",neutral,0.8,malayalam,high
"Terrible quality, broke within two days. Completely disappointed.","Terrible quality, broke within nahi chalega two days. Completely disappointed.",negative,0.5,hindi,medium
The food was absolutely delicious and the service was very fast.,The food was absolutely delicious and the service was very speedy,positive,0.5,tamil,medium
